State,Government,Mode,Type,Year,Amount (thousands)
Kentucky,State and Local,Highway,Revenue,2012,1109414
Kentucky,State and Local,Highway,Expenditure,2011,3617687
Kentucky,State and Local,Highway,Revenue,2011,1008139
Kentucky,State and Local,Highway,Expenditure,2010,3651626
Kentucky,State and Local,Highway,Revenue,2010,931764
Kentucky,State and Local,Highway,Expenditure,2009,3453618
Kentucky,State and Local,Highway,Revenue,2009,915117
Kentucky,State and Local,Highway,Expenditure,2008,4711003
Kentucky,State and Local,Highway,Revenue,2008,904823
Kentucky,State and Local,Highway,Expenditure,2007,3956895
Kentucky,State and Local,Highway,Revenue,2007,845614
Kentucky,State and Local,Highway,Expenditure,2006,2953208
Kentucky,State and Local,Highway,Revenue,2006,771000
Kentucky,State and Local,Highway,Expenditure,2005,2462921
Kentucky,State and Local,Highway,Revenue,2005,732568
Kentucky,State and Local,Highway,Expenditure,2004,3064769
Kentucky,State and Local,Highway,Revenue,2004,717818
Kentucky,State and Local,Transit,Expenditure,2020,198160
Kentucky,State and Local,Transit,Revenue,2020,22334
Kentucky,State and Local,Transit,Expenditure,2019,220828
Kentucky,State and Local,Transit,Revenue,2019,24830
Kentucky,State and Local,Transit,Expenditure,2018,197210
Kentucky,State and Local,Transit,Revenue,2018,26176
Kentucky,State and Local,Transit,Expenditure,2017,197343
Kentucky,State and Local,Transit,Revenue,2017,26583
Kentucky,State and Local,Transit,Expenditure,2016,196440
Kentucky,State and Local,Transit,Revenue,2016,25008
Kentucky,State and Local,Transit,Expenditure,2015,189586
Kentucky,State and Local,Transit,Revenue,2015,24557
Kentucky,State and Local,Transit,Expenditure,2014,174903
Kentucky,State and Local,Transit,Revenue,2014,24230
Kentucky,State and Local,Transit,Expenditure,2013,152868
Kentucky,State and Local,Transit,Revenue,2013,22677
Kentucky,State and Local,Transit,Expenditure,2012,144290
Kentucky,State and Local,Transit,Revenue,2012,22372
Kentucky,State and Local,Transit,Expenditure,2011,136110
Kentucky,State and Local,Transit,Revenue,2011,21380
Kentucky,State and Local,Transit,Expenditure,2010,200425
Kentucky,State and Local,Transit,Revenue,2010,21392
Kentucky,State and Local,Transit,Expenditure,2009,160895
Kentucky,State and Local,Transit,Revenue,2009,23657
Kentucky,State and Local,Transit,Expenditure,2008,132274
Kentucky,State and Local,Transit,Revenue,2008,21782
Kentucky,State and Local,Transit,Expenditure,2007,186692
Kentucky,State and Local,Transit,Revenue,2007,27637
Kentucky,State and Local,Transit,Expenditure,2006,100256
Kentucky,State and Local,Transit,Revenue,2006,15848
Kentucky,State and Local,Transit,Expenditure,2005,89919
Kentucky,State and Local,Transit,Revenue,2005,15043
Kentucky,State and Local,Transit,Expenditure,2004,84895
Kentucky,State and Local,Transit,Revenue,2004,12830
Kentucky,State and Local,Water,Expenditure,2020,27113
Kentucky,State and Local,Water,Revenue,2020,16406
Kentucky,State and Local,Water,Expenditure,2019,23565
Kentucky,State and Local,Water,Revenue,2019,23759
Kentucky,State and Local,Water,Expenditure,2018,22695
Kentucky,State and Local,Water,Revenue,2018,21056
Kentucky,State and Local,Water,Expenditure,2017,32554
Kentucky,State and Local,Water,Revenue,2017,20114
Kentucky,State and Local,Water,Expenditure,2016,34387
Kentucky,State and Local,Water,Revenue,2016,18576
Kentucky,State and Local,Water,Expenditure,2015,28882
Kentucky,State and Local,Water,Revenue,2015,14046
Kentucky,State and Local,Water,Expenditure,2014,17105
Kentucky,State and Local,Water,Revenue,2014,10715
Kentucky,State and Local,Water,Expenditure,2013,8528
Kentucky,State and Local,Water,Revenue,2013,8030
Kentucky,State and Local,Water,Expenditure,2012,13466
Kentucky,State and Local,Water,Revenue,2012,12772
Kentucky,State and Local,Water,Expenditure,2011,7582
Kentucky,State and Local,Water,Revenue,2011,8899
Kentucky,State and Local,Water,Expenditure,2010,12461
Kentucky,State and Local,Water,Revenue,2010,8861
Kentucky,State and Local,Water,Expenditure,2009,9781
